"No.","公開番号","案件の状態","発注方式","電入／紙入","工事番号","工事名","所属コード","所属名","工事場所","予定価格（税抜）","予定価格（税込）","公告（通知）日","開札予定日","更新日時","発注業種","発注業種２"
"667","162832","","一般競争入札","電子入札","平成２８年度　畑総　第２号－３","みなべ地区農道舗装その４工事","130590","日高振興局農林水産振興部","日高郡みなべ町","2745000","2964600","2016/09/29","2016/10/13","2016/10/19 06:30","舗装工事",""
"668","162831","","一般競争入札","電子入札","平成２８年度　畑総　第２号－２","みなべ地区農道整備付帯その４工事","130590","日高振興局農林水産振興部","日高郡みなべ町","9739000","10518120","2016/09/29","2016/10/13","2016/10/19 06:30","土木一式工事",""
"669","162811","","一般競争入札（総合評価）","電子入札","平成２８年度　道保交金　第９０３－１０号－８","国道４２４号（高雄大橋）交付金道路保全設計業務","130660","西牟婁振興局建設部","田辺市","14560000","15724800","2016/09/29","2016/10/27","2016/11/18 06:30","鋼構造及びコンクリート",""
"670","162872","","一般競争入札","電子入札","平成２８年度　道保交金　第１０２－２号－２","国道４８０号　交付金道路保全設計業務","130360","伊都振興局建設部","伊都郡高野町","11120000","12009600","2016/09/29","2016/10/12","2016/10/14 13:13","道路",""
"671","162876","","一般競争入札","電子入札","平成２８年度　道保交金　第１０２－２号","国道４８０号交付金道路保全測量業務","130360","伊都振興局建設部","伊都郡高野町","4140000","4471200","2016/09/29","2016/10/12","2016/10/14 13:12","測量一般",""
"672","162868","","一般競争入札","電子入札","平成２８年度　道調　第２号","二見御幸辻停車場線　道路調査設計業務","130360","伊都振興局建設部","橋本市","5600000","6048000","2016/09/29","2016/10/12","2016/10/14 13:17","道路",""
"673","162862","","一般競争入札","電子入札","平成２８年度　道改交金　第９号－７","国道３７１号　道路改良外合併工事","130360","伊都振興局建設部","橋本市","8518000","9199440","2016/09/29","2016/10/12","2016/10/14 13:14","土木一式工事",""
"674","162873","","一般競争入札","電子入札","平成２８年度　道改交金　第５－２号－７","国道４２４号道路改良工事","130160","海南工事事務所","海南市","6601000","7129080","2016/09/29","2016/10/12","2016/10/15 06:30","土木一式工事",""
"675","162874","","一般競争入札","電子入札","平成２８年度　道改交金　第２号－６","国道３７０号　道路改良工事","130360","伊都振興局建設部","伊都郡九度山町","8953000","9669240","2016/09/29","2016/10/12","2016/10/14 13:10","とび・土工・コンクリート工事",""
"676","162774","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１号－８","国道１６９号道路改良工事","130770","東牟婁振興局新宮建設部","新宮市","68368000","73837440","2016/09/29","2016/10/18","2016/10/22 06:30","とび・土工・コンクリート工事",""
"677","162840","","一般競争入札","電子入札","平成２８年度　道改交金　第１９号－３","国道４２５号外道路改良外合併工事","130660","西牟婁振興局建設部","田辺市","546000","589680","2016/09/29","2016/10/11","2016/10/17 06:30","塗装工事",""
"678","162800","","一般競争入札","電子入札","平成２８年度　道改交金　第１２号－３","国道３７１号道路改良工事","130660","西牟婁振興局建設部","田辺市","13155000","14207400","2016/09/29","2016/10/11","2016/11/02 10:38","土木一式工事",""
"679","162870","","一般競争入札","電子入札","平成２８年度　道改交金　第１０３号－９","那賀かつらぎ線道路改良工事","130360","伊都振興局建設部","伊都郡かつらぎ町","1350000","1458000","2016/09/29","2016/10/12","2016/10/14 13:09","塗装工事",""
"680","162785","","一般競争入札","電子入札","平成２８年度　道維修　第５号－１４","中芳養南部線（南部アンダーポンプ取替）道路維持修繕工事","130560","日高振興局建設部","日高郡みなべ町","4993000","5392440","2016/09/29","2016/10/12","2016/10/15 06:30","機械器具設置工事",""
"681","162775","","一般競争入札","電子入札","平成２８年度　道維修　第４号－２６","国道４２４号外道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","2574000","2779920","2016/09/29","2016/10/12","2016/10/18 09:18","土木一式工事",""
"682","162871","","一般競争入札","電子入札","平成２８年度　道維修　第３号－３７","国道３７１号　道路維持修繕工事","130360","伊都振興局建設部","橋本市","3644000","3935520","2016/09/29","2016/10/12","2016/10/14 13:11","土木一式工事",""
"683","162822","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３７","かつらぎ桃山線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","1151000","1243080","2016/09/29","2016/10/12","2016/10/12 17:40","土木一式工事",""
"684","162821","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３６","国道４２４号外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","543000","586440","2016/09/29","2016/10/12","2016/10/17 06:30","土木一式工事",""
"685","162818","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３５","垣内貴志川線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","888000","959040","2016/09/29","2016/10/12","2016/10/20 06:30","土木一式工事",""
"686","162816","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３４","和歌山橋本線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","1340000","1447200","2016/09/29","2016/10/12","2016/10/20 06:30","土木一式工事",""
"687","162819","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３３","かつらぎ桃山線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","1298000","1401840","2016/09/29","2016/10/12","2016/10/20 06:30","土木一式工事",""
"688","162815","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３２","国道４８０号外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","916000","989280","2016/09/29","2016/10/12","2016/10/20 06:30","土木一式工事",""
"689","162813","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３１","泉佐野打田線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","紀の川市","1102000","1190160","2016/09/29","2016/10/12","2016/10/12 18:26","土木一式工事",""
"690","162812","","一般競争入札","電子入札","平成２８年度　道維修　第２号－３０","粉河加太線外道路維持工事（雪寒単価契約）","130260","那賀振興局建設部","岩出市","2094000","2261520","2016/09/29","2016/10/12","2016/10/17 06:30","土木一式工事",""
"691","162803","","一般競争入札（総合評価）","電子入札","平成２８年度　堤改　第６０１号","左会津川堤防改修工事","130660","西牟婁振興局建設部","田辺市","61435000","66349800","2016/09/29","2016/10/18","2016/11/01 06:30","土木一式工事",""
"692","162855","","一般競争入札","電子入札","平成２８年度　調査管理　第３号－５１","西牟婁地区海岸保全区域台帳更新業務","130690","西牟婁振興局農林水産振興部","","12700000","13716000","2016/09/29","2016/10/11","2016/10/19 06:30","測量一般",""
"693","162809","","一般競争入札","電子入札","平成２８年度　西営　第１９号","北内ノ浦宿舎浄化槽取替工事","130660","西牟婁振興局建設部","田辺市","14000000","15120000","2016/09/29","2016/10/11","2016/10/18 09:31","管工事",""
"694","162808","","一般競争入札","電子入札","平成２８年度　西営　第１８号","南部高校龍神分校寄宿舎浄化槽取替工事","130660","西牟婁振興局建設部","田辺市","8310000","8974800","2016/09/29","2016/10/11","2016/10/18 06:30","管工事",""
"695","162796","","一般競争入札","電子入札","平成２８年度　西営　第１７号","紀南家畜保健衛生所東牟婁支所浄化槽取替工事","130660","西牟婁振興局建設部","東牟婁郡那智勝浦町","3210000","3466800","2016/09/29","2016/10/11","2016/10/18 06:30","管工事",""
"696","162795","","一般競争入札","電子入札","平成２８年度　西営　第１６号","串本教職員住宅浄化槽設置工事","130660","西牟婁振興局建設部","東牟婁郡串本町","8030000","8672400","2016/09/29","2016/10/11","2016/10/18 06:30","管工事",""
"697","162807","","一般競争入札","電子入札","平成２８年度　西営　第１５号","勝浦幹部交番他浄化槽取替工事","130660","西牟婁振興局建設部","東牟婁郡那智勝浦町","17910000","19342800","2016/09/29","2016/10/11","2016/10/18 06:30","管工事",""
"698","162794","","一般競争入札","電子入札","平成２８年度　西営　第１０号","新宮（佐野）教職員住宅解体撤去工事","130660","西牟婁振興局建設部","新宮市","10490000","11329200","2016/09/29","2016/10/11","2016/10/19 14:01","建築一式工事",""
